idx,n_records,confidence,variability,correctness,region
53612,3,0.29930496464173,0.17831607260156715,0.6666666666666666,Ambiguous
53613,3,0.2763137047489484,0.15157371528761152,0.0,Hard-to-learn
53614,3,0.05302145145833492,0.041753294717836426,0.0,Hard-to-learn
53615,3,0.1746624099711577,0.17947302500301732,0.0,Hard-to-learn
53616,3,0.006742377144594987,0.0028326650881111384,0.0,Hard-to-learn
53617,3,0.27272289494673413,0.08582044905247256,1.0,Easy-to-learn
53618,3,0.32072930224239826,0.2387233918116114,0.6666666666666666,Ambiguous
53619,3,0.015930520137771964,0.014216074587185722,0.0,Hard-to-learn
53620,3,0.350946344435215,0.23140979785002277,0.6666666666666666,Ambiguous
53621,3,0.34055668860673904,0.17666628512603724,0.6666666666666666,Ambiguous
53622,3,0.0044327910291031,0.003047579876856578,0.0,Hard-to-learn
53623,3,0.00864380488049695,0.011891820729894267,0.0,Hard-to-learn
53624,3,0.051294042418400444,0.03562273372111722,0.0,Hard-to-learn
53625,3,4.896122967087043e-05,5.846974056204003e-05,0.0,Hard-to-learn
53626,3,0.0006403167620495273,0.0003929140473951694,0.0,Hard-to-learn
53627,3,0.7929852406183878,0.18399899589814644,1.0,Easy-to-learn
53628,3,0.9410382509231567,0.05535790300054031,1.0,Easy-to-learn
53629,3,0.007184393160666029,0.004100558327523186,0.0,Hard-to-learn
53630,3,0.27509932219982147,0.20770479523591068,0.3333333333333333,Hard-to-learn
53631,3,0.04252825491130352,0.0181381226820647,0.0,Hard-to-learn
53632,3,0.2141009047627449,0.14684469223809926,0.6666666666666666,Ambiguous
53633,3,0.8129783471425375,0.05264033269783856,1.0,Easy-to-learn
53634,3,0.04025009647011757,0.024510059906406253,0.0,Hard-to-learn
53635,3,0.025787923174599808,0.011820946733649416,0.0,Hard-to-learn
53636,3,0.01740497536957264,0.008885699139228079,0.0,Hard-to-learn
53637,3,0.002872214152982148,0.002161202053752842,0.0,Hard-to-learn
53638,3,0.7402523954709371,0.11475244635058998,1.0,Easy-to-learn
53639,3,0.03213596809655428,0.019997911667759175,0.0,Hard-to-learn
53640,3,0.001256620860658586,0.0009755441023310864,0.0,Hard-to-learn
53641,3,0.2829289386669795,0.07220289228966016,0.6666666666666666,Ambiguous
53642,3,0.0698055053750674,0.009364278574878869,0.0,Hard-to-learn
53643,3,0.6609807660182317,0.3554459476997429,1.0,Easy-to-learn
53644,3,0.04004005156457424,0.027573505184147792,0.0,Hard-to-learn
53645,3,0.8876133561134338,0.09703693507409399,1.0,Easy-to-learn
53646,3,0.012883226736448705,0.014370235213851053,0.0,Hard-to-learn
53647,3,0.01676980033516884,0.008312300598554598,0.0,Hard-to-learn
53648,3,0.1042895366748174,0.0031172755027047004,0.0,Hard-to-learn
53649,3,0.09744347476710875,0.06158155167135941,0.0,Hard-to-learn
53650,3,0.23751318206389746,0.13363027663319724,0.0,Hard-to-learn
53651,3,0.15759969719996056,0.10500685548102645,0.0,Hard-to-learn
53652,3,0.31609384963909787,0.1871669344663716,0.3333333333333333,Hard-to-learn
53653,3,0.220098577439785,0.0912048457829914,0.6666666666666666,Ambiguous
53654,3,0.09222155064344406,0.04753287836715797,0.0,Hard-to-learn
53655,3,0.3076543112595876,0.18202542981224887,0.6666666666666666,Ambiguous
53656,3,0.012577276366452375,0.007725950328744871,0.0,Hard-to-learn
53657,3,0.17235906918843588,0.03456729870809698,0.3333333333333333,Hard-to-learn
53658,3,0.012175185829012966,0.01227059919514793,0.0,Hard-to-learn
53659,3,0.19322865332166353,0.10356089184289886,0.6666666666666666,Ambiguous
53660,3,0.07225594417347263,0.05546251742350138,0.3333333333333333,Hard-to-learn
53661,3,0.38558007528384525,0.31311635377533004,0.6666666666666666,Ambiguous
53662,3,0.428462694088618,0.13408291418621623,0.3333333333333333,Hard-to-learn
53663,3,0.3857477804025014,0.11273505398269935,0.3333333333333333,Hard-to-learn
